date,series,nav
2006-12-26,Iter95 execution-ready champion,1131952.96656526
2006-12-27,Iter95 execution-ready champion,1137936.8355034736
2006-12-28,Iter95 execution-ready champion,1138934.146993176
2006-12-29,Iter95 execution-ready champion,1151899.1963593059
2007-01-02,Iter95 execution-ready champion,1165861.557215138
2007-01-03,Iter95 execution-ready champion,1170848.1146636496
2007-01-04,Iter95 execution-ready champion,1169850.8031739474
2007-01-05,Iter95 execution-ready champion,1154891.1308284127
2007-01-08,Iter95 execution-ready champion,1137936.8355034736
2007-01-09,Iter95 execution-ready champion,1142923.3929519851
2007-01-10,Iter95 execution-ready champion,1126966.4091167485
2007-01-11,Iter95 execution-ready champion,1121979.851668237
2007-01-12,Iter95 execution-ready champion,1146912.6389107942
2007-01-15,Iter95 execution-ready champion,1154891.1308284127
2007-01-16,Iter95 execution-ready champion,1147909.9504004966
2007-01-17,Iter95 execution-ready champion,1156885.7538078174
2007-01-18,Iter95 execution-ready champion,1164864.2457254357
2007-01-19,Iter95 execution-ready champion,1156885.7538078174
2007-01-22,Iter95 execution-ready champion,1153893.8193387105
2007-01-23,Iter95 execution-ready champion,1151899.1963593059
2007-01-24,Iter95 execution-ready champion,1168853.4916842452
2007-01-25,Iter95 execution-ready champion,1171845.4261533518
2007-01-26,Iter95 execution-ready champion,1150901.8848696037
2007-01-29,Iter95 execution-ready champion,1139931.4584828783
2007-01-30,Iter95 execution-ready champion,1139931.4584828783
2007-01-31,Iter95 execution-ready champion,1130955.6550755578
2007-02-01,Iter95 execution-ready champion,1134655.3012198359
2007-02-02,Iter95 execution-ready champion,1142249.8574212813
2007-02-05,Iter95 execution-ready champion,1141081.4641595203
2007-02-06,Iter95 execution-ready champion,1146923.4304683246
2007-02-07,Iter95 execution-ready champion,1147507.6270992048
2007-02-08,Iter95 execution-ready champion,1146923.4304683246
2007-02-09,Iter95 execution-ready champion,1146339.233837444
2007-02-12,Iter95 execution-ready champion,1139913.0708977596
2007-02-13,Iter95 execution-ready champion,1134071.1045889556
2007-02-14,Iter95 execution-ready champion,1139328.8742668792
2007-02-26,Iter95 execution-ready champion,1148676.0203609657
2007-02-27,Iter95 execution-ready champion,1146339.233837444
2007-03-01,Iter95 execution-ready champion,1126476.5483875102
2007-03-02,Iter95 execution-ready champion,1122387.1719713474
2007-03-03,Iter95 execution-ready champion,1118297.7955551846
2007-03-05,Iter95 execution-ready champion,1096098.3235817289
2007-03-06,Iter95 execution-ready champion,1102524.4865214133
2007-03-07,Iter95 execution-ready champion,1106029.666306696
2007-03-08,Iter95 execution-ready champion,1113624.2225081413
2007-03-09,Iter95 execution-ready champion,1111287.4359846197
2007-03-12,Iter95 execution-ready champion,1117713.598924304
2007-03-13,Iter95 execution-ready champion,1123555.5652331081
2007-03-14,Iter95 execution-ready champion,1113624.2225081413
2007-03-15,Iter95 execution-ready champion,1122971.3686022277
2007-03-16,Iter95 execution-ready champion,1124139.7618639886
2007-03-19,Iter95 execution-ready champion,1125892.3517566298
2007-03-20,Iter95 execution-ready champion,1127644.941649271
2007-03-21,Iter95 execution-ready champion,1128813.3349110319
2007-03-22,Iter95 execution-ready champion,1136407.8911124773
2007-03-23,Iter95 execution-ready champion,1134071.1045889556
2007-03-26,Iter95 execution-ready champion,1138744.677635999
2007-03-27,Iter95 execution-ready champion,1136407.8911124773
2007-03-28,Iter95 execution-ready champion,1128813.3349110319
2007-03-29,Iter95 execution-ready champion,1132318.5146963142
2007-03-30,Iter95 execution-ready champion,1131150.1214345535
2007-04-02,Iter95 execution-ready champion,1134071.1045889556
2007-04-03,Iter95 execution-ready champion,1135823.6944815968
2007-04-04,Iter95 execution-ready champion,1146339.233837444
2007-04-09,Iter95 execution-ready champion,1151012.8068844874
2007-04-10,Iter95 execution-ready champion,1150428.610253607
2007-04-11,Iter95 execution-ready champion,1155102.1833006502
2007-04-12,Iter95 execution-ready champion,1152181.200146248
2007-04-13,Iter95 execution-ready champion,1144586.643944803
2007-04-14,Iter95 execution-ready champion,1146339.233837444
2007-04-16,Iter95 execution-ready champion,1149260.2169918462
2007-04-17,Iter95 execution-ready champion,1142834.0540521615
2007-04-18,Iter95 execution-ready champion,1145170.8405756832
2007-04-19,Iter95 execution-ready champion,1134655.3012198359
2007-04-20,Iter95 execution-ready champion,1136992.0877433575
2007-04-23,Iter95 execution-ready champion,1147507.6270992048
2007-04-24,Iter95 execution-ready champion,1150428.610253607
2007-04-25,Iter95 execution-ready champion,1144586.643944803
2007-04-26,Iter95 execution-ready champion,1145755.0372065639
2007-04-27,Iter95 execution-ready champion,1143418.250683042
2007-04-30,Iter95 execution-ready champion,1136407.8911124773
2007-05-02,Iter95 execution-ready champion,1144002.4473139225
2007-05-03,Iter95 execution-ready champion,1151597.0035153679
2007-05-04,Iter95 execution-ready champion,1163280.9361329759
2007-05-07,Iter95 execution-ready champion,1167370.312549139
2007-05-08,Iter95 execution-ready champion,1164449.3293947368
2007-05-09,Iter95 execution-ready champion,1160359.952978574
2007-05-10,Iter95 execution-ready champion,1163865.1327638563
2007-05-11,Iter95 execution-ready champion,1156270.5765624112
2007-05-14,Iter95 execution-ready champion,1158023.1664550523
2007-05-15,Iter95 execution-ready champion,1151012.8068844874
2007-05-16,Iter95 execution-ready champion,1151597.0035153679
2007-05-17,Iter95 execution-ready champion,1156270.5765624112
2007-05-18,Iter95 execution-ready champion,1155102.1833006502
2007-05-21,Iter95 execution-ready champion,1167954.5091800191
2007-05-22,Iter95 execution-ready champion,1170291.2957035408
2007-05-23,Iter95 execution-ready champion,1173212.278857943
2007-05-24,Iter95 execution-ready champion,1173796.4754888234
2007-05-25,Iter95 execution-ready champion,1166201.9192873782
2007-05-28,Iter95 execution-ready champion,1166786.1159182584
2007-05-29,Iter95 execution-ready champion,1169122.90244178
2007-05-30,Iter95 execution-ready champion,1163865.1327638563
2007-05-31,Iter95 execution-ready champion,1169707.0990726606
2007-06-01,Iter95 execution-ready champion,1174068.1333330155
2007-06-04,Iter95 execution-ready champion,1177885.126403306
2007-06-05,Iter95 execution-ready champion,1177885.126403306
2007-06-06,Iter95 execution-ready champion,1188381.8573466043
2007-06-07,Iter95 execution-ready champion,1191244.6021493222
2007-06-08,Iter95 execution-ready champion,1187427.6090790317
2007-06-11,Iter95 execution-ready champion,1190290.3538817496
2007-06-12,Iter95 execution-ready champion,1196970.0917547578
2007-06-13,Iter95 execution-ready champion,1196970.0917547578
2007-06-14,Iter95 execution-ready champion,1212238.0640359193
2007-06-15,Iter95 execution-ready champion,1235140.0224576618
2007-06-20,Iter95 execution-ready champion,1273309.9531605658
2007-06-21,Iter95 execution-ready champion,1284760.9323714369
2007-06-22,Iter95 execution-ready champion,1277126.9462308562
2007-06-23,Iter95 execution-ready champion,1268538.7118227028
2007-06-25,Iter95 execution-ready champion,1291440.670244445
2007-06-26,Iter95 execution-ready champion,1276172.6979632834
2007-06-27,Iter95 execution-ready champion,1269492.9600902754
2007-06-28,Iter95 execution-ready champion,1273309.9531605658
2007-06-29,Iter95 execution-ready champion,1269492.9600902754
2007-07-02,Iter95 execution-ready champion,1280943.9393011464
2007-07-03,Iter95 execution-ready champion,1294303.4150471627
2007-07-04,Iter95 execution-ready champion,1303845.8977228887
2007-07-05,Iter95 execution-ready champion,1310525.6355958972
2007-07-06,Iter95 execution-ready champion,1307662.8907931792
2007-07-09,Iter95 execution-ready champion,1338198.835355502
2007-07-10,Iter95 execution-ready champion,1339153.0836230752
2007-07-11,Iter95 execution-ready champion,1323885.1113419132
2007-07-12,Iter95 execution-ready champion,1330564.8492149215
2007-07-13,Iter95 execution-ready champion,1342015.8284257927
2007-07-16,Iter95 execution-ready champion,1336290.338820357
2007-07-17,Iter95 execution-ready champion,1338198.835355502
2007-07-18,Iter95 execution-ready champion,1330564.8492149215
2007-07-19,Iter95 execution-ready champion,1329610.6009473489
2007-07-20,Iter95 execution-ready champion,1349649.8145663736
2007-07-23,Iter95 execution-ready champion,1342970.0766933654
2007-07-24,Iter95 execution-ready champion,1360146.545509672
2007-07-25,Iter95 execution-ready champion,1360146.545509672
2007-07-26,Iter95 execution-ready champion,1334381.842285212
2007-07-27,Iter95 execution-ready champion,1279989.6910335738
2007-07-30,Iter95 execution-ready champion,1263767.4704848395
2007-07-31,Iter95 execution-ready champion,1294303.4150471627
2007-08-01,Iter95 execution-ready champion,1252950.299654947
2007-08-02,Iter95 execution-ready champion,1266172.641896416
2007-08-03,Iter95 execution-ready champion,1276990.9219121633
2007-08-06,Iter95 execution-ready champion,1269177.719678568
2007-08-07,Iter95 execution-ready champion,1260162.4863321118
2007-08-08,Iter95 execution-ready champion,1275788.8907993026
2007-08-09,Iter95 execution-ready champion,1282400.061920037
2007-08-10,Iter95 execution-ready champion,1261364.5174449726
2007-08-13,Iter95 execution-ready champion,1259561.4707756813
2007-08-14,Iter95 execution-ready champion,1267374.6730092766
2007-08-15,Iter95 execution-ready champion,1239126.9418570474
2007-08-16,Iter95 execution-ready champion,1208475.1484790966
2007-08-17,Iter95 execution-ready champion,1209076.164035527
2007-08-20,Iter95 execution-ready champion,1241531.0040827692
2007-08-21,Iter95 execution-ready champion,1234318.8174056043
2007-08-22,Iter95 execution-ready champion,1242733.03519563
2007-08-23,Iter95 execution-ready champion,1261364.5174449726
2007-08-24,Iter95 execution-ready champion,1255354.3618806687
2007-08-27,Iter95 execution-ready champion,1258960.455219251
2007-08-28,Iter95 execution-ready champion,1259561.4707756813
2007-08-29,Iter95 execution-ready champion,1249344.2063163645
2007-08-30,Iter95 execution-ready champion,1258960.455219251
2007-08-31,Iter95 execution-ready champion,1280597.0152507457
2007-09-03,Iter95 execution-ready champion,1283001.0774764675
2007-09-04,Iter95 execution-ready champion,1281799.0463636066
2007-09-05,Iter95 execution-ready champion,1273384.8285735808
2007-09-06,Iter95 execution-ready champion,1284203.1085893284
2007-09-07,Iter95 execution-ready champion,1284203.1085893284
2007-09-10,Iter95 execution-ready champion,1278192.9530250242
2007-09-11,Iter95 execution-ready champion,1283602.0930328977
2007-09-12,Iter95 execution-ready champion,1281198.0308071764
2007-09-13,Iter95 execution-ready champion,1274586.8596864417
2007-09-14,Iter95 execution-ready champion,1288410.217484341
2007-09-17,Iter95 execution-ready champion,1276389.906355733
2007-09-19,Iter95 execution-ready champion,1280597.0152507457
2007-09-20,Iter95 execution-ready champion,1285405.139702189
2007-09-21,Iter95 execution-ready champion,1296223.4197179365
2007-09-26,Iter95 execution-ready champion,1308844.746402975
2007-09-27,Iter95 execution-ready champion,1320264.041975153
2007-09-28,Iter95 execution-ready champion,1322067.088644444
2007-09-29,Iter95 execution-ready champion,1325673.1819830264
2007-10-01,Iter95 execution-ready champion,1322375.526586791
2007-10-02,Iter95 execution-ready champion,1346210.5685208002
2007-10-03,Iter95 execution-ready champion,1367185.4054227276
2007-10-04,Iter95 execution-ready champion,1357651.3886491242
2007-10-05,Iter95 execution-ready champion,1357651.3886491242
2007-10-08,Iter95 execution-ready champion,1370045.6104548085
2007-10-09,Iter95 execution-ready champion,1366232.0037453673
2007-10-11,Iter95 execution-ready champion,1370999.0121321692
2007-10-12,Iter95 execution-ready champion,1332862.9450377552
2007-10-15,Iter95 execution-ready champion,1345257.16684344
2007-10-16,Iter95 execution-ready champion,1351930.9785849624
2007-10-17,Iter95 execution-ready champion,1342396.961811359
2007-10-18,Iter95 execution-ready champion,1361464.9953585658
2007-10-19,Iter95 execution-ready champion,1354791.1836170433
2007-10-22,Iter95 execution-ready champion,1324282.329941512
2007-10-23,Iter95 execution-ready champion,1346210.5685208002
2007-10-24,Iter95 execution-ready champion,1338303.3546093004
2007-10-25,Iter95 execution-ready champion,1352140.978954425
2007-10-26,Iter95 execution-ready champion,1368943.8085163618
2007-10-29,Iter95 execution-ready champion,1396619.0572066102
2007-10-30,Iter95 execution-ready champion,1392665.4502508608
2007-10-31,Iter95 execution-ready champion,1387723.4415561734
2007-11-01,Iter95 execution-ready champion,1372897.4154721117
2007-11-02,Iter95 execution-ready champion,1324465.7302641761
2007-11-05,Iter95 execution-ready champion,1326442.5337420506
2007-11-06,Iter95 execution-ready champion,1326836.5805985467
2007-11-07,Iter95 execution-ready champion,1322388.706948142
2007-11-08,Iter95 execution-ready champion,1301137.7550628753
2007-11-09,Iter95 execution-ready champion,1305585.62871328
2007-11-12,Iter95 execution-ready champion,1288288.3422950397
2007-11-13,Iter95 execution-ready champion,1287299.925928283
2007-11-14,Iter95 execution-ready champion,1299160.922329362
2007-11-15,Iter95 execution-ready champion,1294713.0486789574
2007-11-16,Iter95 execution-ready champion,1282852.0522778784
2007-11-19,Iter95 execution-ready champion,1279392.5949942302
2007-11-20,Iter95 execution-ready champion,1277415.762260717
2007-11-21,Iter95 execution-ready champion,1264072.141309503
2007-11-22,Iter95 execution-ready champion,1264566.3494928814
2007-11-23,Iter95 execution-ready champion,1259624.2676590984
2007-11-26,Iter95 execution-ready champion,1270683.0261264723
2007-11-27,Iter95 execution-ready champion,1264934.2667701226
2007-11-28,Iter95 execution-ready champion,1257639.8707134556
2007-11-29,Iter95 execution-ready champion,1269128.1467570746
2007-11-30,Iter95 execution-ready champion,1272286.0993611724
2007-12-03,Iter95 execution-ready champion,1273883.0856060276
2007-12-04,Iter95 execution-ready champion,1277515.3193753862
2007-12-05,Iter95 execution-ready champion,1278726.0639651725
2007-12-06,Iter95 execution-ready champion,1279028.750112619
2007-12-07,Iter95 execution-ready champion,1282660.9838819776
2007-12-10,Iter95 execution-ready champion,1274185.7717534744
2007-12-11,Iter95 execution-ready champion,1276304.5747856002
2007-12-12,Iter95 execution-ready champion,1269645.479541776
2007-12-13,Iter95 execution-ready champion,1254208.486022002
2007-12-14,Iter95 execution-ready champion,1252865.619120438
2007-12-17,Iter95 execution-ready champion,1252865.619120438
